id,imdb_id,original_title,title,original_language,overview,tagline,release_date,poster_path,popularity,vote_count,vote_average,budget,revenue,runtime,status,adult,backdrop_path,genre_names,collection,collection_name
505669,tt0007854,The Devil's Assistant,The Devil's Assistant,en,A physician enacts revenge on the woman he loves after she marries another by treating her exhaustion with maddening drugs. The film depicts her descent into madness in a red-tinted trip to hell itself.,,1917-04-01,/lJA4UBFm8vTamV4NuXO9rCk2SMb.jpg,0.1785,2,4.2,0,0,58,Released,False,,"Horror, Drama",,
555211,tt0010565,The Phantom Honeymoon,The Phantom Honeymoon,en,"Professor Tidewater tours Ireland with his two daughters to investigate the origins of ghost stories. After the girls leave him at Belmore Castle, reputed to be haunted, the Hindu caretaker Sakes relates the following tale: Henry Claven, Sakes' master, courted his beautiful neighbor Betty Truesdale, but when she became engaged to Captain Bob Lambert, Claven precipitated a duel by telling Lambert that he knew his mother was a negress",A ghost debunker is touring Europe with his niece when he gets a new case to tackle.,1919-10-19,/zjvi27dFGhBEDozr1qVE1IoFzvo.jpg,0.258,2,6.0,0,0,62,Released,False,,"Horror, Drama",,
609080,tt0004468,The Phantom Violin,The Phantom Violin,en,"Awakened during the night by a thunderstorm, a young Parisian woman hears a violin playing in the house next door. The following morning, she becomes acquainted with Ellis, the musician, and they fall in love. The happiness of their subsequent marriage is brief, however. The wife begins frequenting the cabaret where Ellis is employed as a violinist, accompanied by one of her husband's friends, and she becomes disenchanted with her marriage. Learning of his wife's infidelity, Ellis attempts to jump into the Seine, but he is restrained by the police. He returns, insane, to the cabaret, where he discovers a secret door leading to a crypt. There he dwells among the bones, and time passes.",,1914-10-01,/6CQWpOU7fA1mpOUa9OmCdVXsobH.jpg,0.1818,0,0,0,0,40,Released,False,,"Drama, Horror",,
614166,tt1311165,The Skeleton,The Skeleton,en,Naughty children steal an anatomy-class papier-mâché skeleton and use it to play pranks on people around town.,,1912-10-23,/5A1dV8M6EUG8Ak53bWeqmJqR2wA.jpg,0.1231,1,4.0,0,0,8,Released,False,,"Comedy, Family, Horror",,
627840,tt0005772,Mortmain,Mortmain,en,"Surgeon Crisp announces to his student doctors and friends that he has solved the problem of limb-grafting, and shows proofs. Among those deeply interested is Mortmain, a musician and a friend of the surgeon.",The Censorship Boards of Chicago and Philadelphia Refused to Let This Picture be Shown in These Towns. See What a Treat We Are Giving You.,1915-09-06,/AoSOIoZrYpIxiPOL6Ua0gChpbKe.jpg,1.0113,0,0,0,0,50,Released,False,,"Drama, Horror",,
704245,tt0459319,The Ghost of Twisted Oaks,The Ghost of Twisted Oaks,en,"Mary Randall, who has just lost her job, is taking care of her widowed mother. Mary learns that her late uncle has left her part of his estate. She and her mother move to Florida to live on the Twisted Oaks Plantation. Mary meets her neighbor, Jack Carleton, and the two fall in love. The workers on the plantation believe in voodoo. The Voodoo Priest incites the superstitious workers. Mary orders him off the plantation, and he vows revenge.",,1915-11-11,/7olZGQU6BFOcj933PIvK7JzZSXE.jpg,0.1667,1,10.0,0,0,0,Released,False,/1Wja65E71NpO1BgNiPaCEyRTiI5.jpg,"Drama, Horror",,
716472,tt0001441,The Vampire,The Vampire,en,"Guy Temple, as ""the fool there was"" marries his brother's ward, his boyhood sweetheart, Emily. The young husband becomes ensnared in the toils of the Vampire (a destroyer of souls). Clandestine meetings are arranged and the cunning, unscrupulous, satanic actions of the Vampire compels the poor weakling, Temple, to falter and fall before her charms. John Temple, the other brother, determines to save the young husband when he discovers his perfidy, and to recover the jewels given the Vampire by Guy.","A picture dramatization from Sir Ed Burne-Jones' famous painting, with suggestions from that world famous poem by Rudyard Kipling, each conceded a peer in the literary and world of art.",1910-11-10,,0.2131,0,0,0,0,11,Released,False,,"Fantasy, Horror",,
729634,tt0002677,The Bells,The Bells,en,,,1913-02-19,/eo9nVOqv9lgQF1VwDSYbqJnoJ7Y.jpg,0.2373,0,0,0,0,0,Released,False,,Horror,,
746929,tt0228718,The Picture of Dorian Gray,The Picture of Dorian Gray,en,"Dorian Gray, a young man who makes a pact with his portrait, allowing it to age and bear the signs of his sins while he remains eternally youthful and beautiful. He is lured into a life of hedonism and debauchery by the influential Lord Henry Wotton, and as his moral character deteriorates, his portrait reflects his inner corruption.",,1916-06-01,,0.4905,2,7.5,0,0,60,Released,False,,"Drama, Horror",,
787760,tt0375704,The Devil's Signature,The Devil's Signature,en,"Ethel Vandiver and her friend, Marie Le Farve, arrive at the former's country home. Ethel's father objects to her seeing Douglas, whom he thinks is a sweetheart. But, unknown to her parent, Ethel has married Douglas a year before. The day on which she arrives she receives a letter from her husband stating that he would rather see her dead than be separated from her any longer. A few hours later Marie is found dead in Ethel's room.",,1914-09-11,/33BBckwmLJOixzoqL1771RJMMTt.jpg,0.5142,1,9.0,0,0,20,Released,False,,"Horror, Crime, Mystery",,
